"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"com.lineate.school.SearchBenchmark.treeSet:L1-dcache-stores","avgt",1,1,14.816850,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:L1-icache-load-misses","avgt",1,1,0.106711,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:LLC-load-misses","avgt",1,1,0.240754,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:LLC-loads","avgt",1,1,17.731808,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:LLC-store-misses","avgt",1,1,0.181103,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:LLC-stores","avgt",1,1,0.318600,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:branch-misses","avgt",1,1,8.461398,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:branches","avgt",1,1,117.969753,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:cycles","avgt",1,1,759.072210,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:dTLB-load-misses","avgt",1,1,0.004494,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:dTLB-loads","avgt",1,1,107.609503,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:dTLB-store-misses","avgt",1,1,0.001855,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:dTLB-stores","avgt",1,1,14.834014,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:iTLB-load-misses","avgt",1,1,0.030485,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:iTLB-loads","avgt",1,1,0.104763,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:instructions","avgt",1,1,424.955259,NaN,"#/op",100000
"com.lineate.school.SearchBenchmark.treeSet:stalled-cycles-frontend","avgt",1,1,406.087714,NaN,"#/op",100000
